,English Sentences,Hindi Sentences,Word Count (English),Word Count (Hindi),Difference between Word Count (English) and Word Count (Hindi)
9532,"Lots of patches, fixes, updates ","बहुत से पैचेस, फ़िक्सेस, अपडेट्स ",32,33,-1
9535,He is happy with the film's success. ,"""वह इस फिल्म के प्रदर्शन से खुश हैं. ",37,37,0
9540,This release issued at 1415 hrs. ,यह विज्ञप्ति 1415 बजे जारी की गई।. ,33,35,-2
9541,Ben Stokes was awarded the Man of the Match. ,बेन स्‍टोक्‍स को मैन ऑफ द मैच घोषित किया गया। ,45,46,-1
9543,Shruti files a missing person report for Jhilmil. ,श्रुति झिलमिल के लापता होने की रपट लिखवा देती है। ,50,50,0
9553,"""The fort was named Bala Kila by Cunningham ",इस किले का नाम कन्निंघुम के द्वारा रखा गया। ,44,44,0
9571,"Man, 7-year-old daughter murdered ",बाप ने तीन साल के बेटे को मार डाला ,34,35,-1
9578,You dont have any problems. ,किसी भी तरह की समस्या आपको न होगी। ,28,35,-7
9579,It is the biggest scam. ,यह सबसे बड़ा स्कैम है। ,24,23,1
9583,Lucky Number: 1. Lucky Colour: Red ,तुला शुभ अंक: 1 शुभ रंग: बैंगनी ,35,32,3
9586,Samsung Galaxy M51: Expected specifications ,Samsung Galaxy M12 की संभावित स्पेसिफिकेशन ,44,43,1
9587,Related or associated fibres. ,संबंधित या जुड़े हुए रेश। ,30,26,4
9595,6 members of thieves gang arrested ,काला मान गिरोह के 6 सदस्य काबू ,35,31,4
9602,Farmers seek support price ,किसानों ने मांगा समर्थन मूल्य ,27,30,-3
9607,Deaths continue ,अभी भी मौतें जारी ,16,18,-2
9609,But it has indeed happened. ,परंतु ऐसा सचमुच हुआ है। ,28,24,4
9610,"New York, July 28 ","रतिया, 28 जुलाई (निस) ",18,22,-4
9621,"""There can be exceptions. ",इसमें कुछ अपवाद अवश्य हो सकते हैं। ,26,35,-9
9624,What do the experts say? ,क्या कहते हैं विशेषज्ञ ,25,23,2
9632,"""The relationship ended in February 2009. ",यह रिश्ता फरवरी 2009 में समाप्त हो गया। ,42,40,2
9634,"And the heaven and Him Who made it, ","और आकाश और जैसा कुछ उसे उठाया, ",36,31,5
9635,Clash between police and protestor ,पुलिस और प्रदर्शनकारियों के बीच धक्का-मुक्की ,35,45,-10
9639,What has become of us? ,हम लोग क्या बन गए हैं? ,23,23,0
9642,What the newspapers report? ,अख़बार में क्या छप रहा है? ,28,27,1
9643,STANDARD DEDUCTION ,स्टैंडर्ड डिडक्शन ,19,18,1
9648,Thats where the world is heading. ,दुनिया हिसाब से चलती कहां है। ,34,30,4
9665,"""There are several more such examples. ",इस तरह के कुछ और उदाहरण हैं. ,39,29,10
9667,This classification was generally accepted. ,उनके इस सिध्दांत को साधारणतया अपना लिया गया। ,44,45,-1
9669,But slowly. ,लेकिन धीरे से। ,12,15,-3
9673,"""The accused left her and escaped. ",आरोपित उसे छोड़ कर पैदल ही फरार हो गया. ,35,40,-5
9691,He immediately informed police. ,उन्होंने पुलिस को तुरंत बताया। ,32,31,1
9694,One is Pune and the other is Bengaluru. ,कुछ पुणे में और एक बेंगलूर में। ,40,32,8
9704,We are concentrating on sanitation and health. ,हम साफ-सफाई का विशेष रूप से ध्यान रख रहे हैं। ,47,46,1
9708,It will never end. ,यह कभी खत्म नहीं हो। ,19,21,-2
9710,But you will soon come to know. ,देखो तुमको अनक़रीब ही मालुम हो जाएगा ,32,36,-4
9716,We dont even feel strange about it. ,हमें कोई अजीब नहीं लगता है. ,36,28,8
9719,Hailstorm in several areas ,कई इलाकों में कम हुई बारिश ,27,27,0
9726,Here theres no such thing. ,यहां ऐसा कोई मामला नहीं है ,27,27,0
9741,One is external and one is internal. ,एक इनडोर और दूसरा आउट डोर. ,37,27,10
9742,But we arent thinking about them. ,लेकिन हमारा ध्यान इन बातों पर नहीं है। ,34,39,-5
9743,seized weapons ,जब्त किए जाएंगे हथियार ,15,23,-8
9759,But the police arent ready to even read it. ,", लेकिन पुलिस मानने को तैयार नहीं। ",44,35,9
9760,How does he do that? ,यह मैं कैसे कर पाऊंगा? ,21,23,-2
9761,"""The reasons for the accident are still unknown. ",दुर्घटना के कारणों को पता अभी नहीं चला है। ,49,43,6
9764,Children are named after him. ,बच्चे उनका नाम रख देते हैं. ,30,28,2
9765,So all is well! ,तो भइया सब बढ़िया है! ,16,22,-6
9769,"So, when you are free, strive hard, ",तो जब तुम फारिग़ हो जाओ तो मुक़र्रर कर दो ,36,42,-6
9770,Later they returned to Balkh. ,बाद में वे बाल्क लौट आए। ,30,25,5
9772,"With aging, its formation gets reduced. ",उम्र बढ़ने पर इनके बनने में कमी होने लगती है। ,40,46,-6
9784,We are ready to deal with any situation. ,कहा- हम किसी भी स्थिति से निपटने को हैं तैयार ,41,46,-5
